"União","Belo Horizonte","MG"
"Vila de Sá","Belo Horizonte","MG"
"Dom Joaquim","Belo Horizonte","MG"
"Penha","Belo Horizonte","MG"
"Fernão Dias","Belo Horizonte","MG"
"Centro","Belo Horizonte","MG"
"Vila Suzana Primeira Seção","Belo Horizonte","MG"
"Vila Suzana Segunda Seção","Belo Horizonte","MG"
"Funcionários","Belo Horizonte","MG"
"Savassi","Belo Horizonte","MG"
"Boa Viagem","Belo Horizonte","MG"
"Lourdes","Belo Horizonte","MG"
"Santo Agostinho","Belo Horizonte","MG"
"Barro Preto","Belo Horizonte","MG"
"São Lucas","Belo Horizonte","MG"
"Nossa Senhora da Aparecida","Belo Horizonte","MG"
"Nossa Senhora da Conceição","Belo Horizonte","MG"
"Santana do Cafezal","Belo Horizonte","MG"
"Nossa Senhora de Fátima","Belo Horizonte","MG"
"Marçola","Belo Horizonte","MG"
"Serra","Belo Horizonte","MG"
"Mangabeiras","Belo Horizonte","MG"
"Comiteco","Belo Horizonte","MG"
"Belvedere","Belo Horizonte","MG"
"Santa Lúcia","Belo Horizonte","MG"
"Acaba Mundo","Belo Horizonte","MG"
"São Bento","Belo Horizonte","MG"
"Ápia","Belo Horizonte","MG"
"Conjunto Santa Maria","Belo Horizonte","MG"
"Vila Bandeirantes","Belo Horizonte","MG"
"Luxemburgo","Belo Horizonte","MG"
"Coração de Jesus","Belo Horizonte","MG"
"Vila Paris","Belo Horizonte","MG"
"Monte São José","Belo Horizonte","MG"
"Cidade Jardim","Belo Horizonte","MG"
"Santo Antônio","Belo Horizonte","MG"
"Vila Barragem Santa Lúcia","Belo Horizonte","MG"
"Santa Rita de Cássia","Belo Horizonte","MG"
"Estrela","Belo Horizonte","MG"
"São Pedro","Belo Horizonte","MG"
"Carmo","Belo Horizonte","MG"
"Cruzeiro","Belo Horizonte","MG"
"Anchieta","Belo Horizonte","MG"
"Sion","Belo Horizonte","MG"
"Santa Isabel","Belo Horizonte","MG"
"Vila Fumec","Belo Horizonte","MG"
"Pindura Saia","Belo Horizonte","MG"
"Mala e Cuia","Belo Horizonte","MG"
"Prado","Belo Horizonte","MG"
"Vila Calafate","Belo Horizonte","MG"
"Calafate","Belo Horizonte","MG"
"Barroca","Belo Horizonte","MG"
"Alto Barroca","Belo Horizonte","MG"
"Grajaú","Belo Horizonte","MG"
"Nova Granada","Belo Horizonte","MG"
"Barão Homem de Melo 2ª Seção","Belo Horizonte","MG"
"Jardim América","Belo Horizonte","MG"
"Nova Suíça","Belo Horizonte","MG"
"Salgado Filho","Belo Horizonte","MG"
"Gutierrez","Belo Horizonte","MG"
"Guaratã","Belo Horizonte","MG"
"Cinquentenário","Belo Horizonte","MG"
"Marajó","Belo Horizonte","MG"
"Estrela do Oriente","Belo Horizonte","MG"
"Betânia","Belo Horizonte","MG"
"Vila Vista Alegre","Belo Horizonte","MG"
"Nova Cintra","Belo Horizonte","MG"
"Embaúbas","Belo Horizonte","MG"
"Nova Gameleira","Belo Horizonte","MG"
"Vila Nova Gameleira 1ª Seção","Belo Horizonte","MG"
"Vila Nova Gameleira 2ª Seção","Belo Horizonte","MG"
"Jardinópolis","Belo Horizonte","MG"
"Cabana do Pai Tomás","Belo Horizonte","MG"
"Vista Alegre","Belo Horizonte","MG"
"Bairro das Indústrias II","Belo Horizonte","MG"
"Custodinha","Belo Horizonte","MG"
"Madre Gertrudes","Belo Horizonte","MG"
"Vila Madre Gertrudes 1ª Seção","Belo Horizonte","MG"
"Vila Madre Gertrudes 2ª Seção","Belo Horizonte","MG"
"Vila Madre Gertrudes 3ª Seção","Belo Horizonte","MG"
"Vila Madre Gertrudes 4ª Seção","Belo Horizonte","MG"
"Camargos","Belo Horizonte","MG"
"Virgínia","Belo Horizonte","MG"
"Sport Club","Belo Horizonte","MG"
"Vila da Amizade","Belo Horizonte","MG"
"Ambrosina","Belo Horizonte","MG"
"Vila Nova Gameleira 3ª Seção","Belo Horizonte","MG"
"Gameleira","Belo Horizonte","MG"
"Barão Homem de Melo 1ª Seção","Belo Horizonte","MG"
"Barão Homem de Melo 3ª Seção","Belo Horizonte","MG"
"Vila Nova Paraíso","Belo Horizonte","MG"
"Ventosa","Belo Horizonte","MG"
"Vila Santa Rosa","Belo Horizonte","MG"
"Parque São José","Belo Horizonte","MG"
"Havaí","Belo Horizonte","MG"
"Vila Havaí","Belo Horizonte","MG"
"São Jorge 1ª Seção","Belo Horizonte","MG"
"São Jorge 2ª Seção","Belo Horizonte","MG"
"São Jorge 3ª Seção","Belo Horizonte","MG"
"Vila Antena","Belo Horizonte","MG"
"Santa Sofia","Belo Horizonte","MG"
"Leonina","Belo Horizonte","MG"
"Chácara Leonina","Belo Horizonte","MG"
"Alpes","Belo Horizonte","MG"
"Pantanal","Belo Horizonte","MG"
"Estoril","Belo Horizonte","MG"
"Palmeiras","Belo Horizonte","MG"
"Buritis","Belo Horizonte","MG"
"Olhos D'Água","Belo Horizonte","MG"
"Vila Betânia","Belo Horizonte","MG"
"Pilar","Belo Horizonte","MG"
"Céu Azul","Belo Horizonte","MG"
"Alípio de Melo","Belo Horizonte","MG"
"Alto Caiçaras","Belo Horizonte","MG"
"Alto dos Pinheiros","Belo Horizonte","MG"
"Álvaro Camargos","Belo Horizonte","MG"
"Aparecida","Belo Horizonte","MG"
"Aparecida 7ª Seção","Belo Horizonte","MG"
"Bom Jesus","Belo Horizonte","MG"
"Bonfim","Belo Horizonte","MG"
"Caiçara","Adelaide","Belo Horizonte","MG"
"Caiçaras","Belo Horizonte","MG"
"Califórnia","Belo Horizonte","MG"
"Vila Rica","Belo Horizonte","MG"
"Carlos Prates","Belo Horizonte","MG"
"Conjunto Califórnia I","Belo Horizonte","MG"
"Conjunto Califórnia II","Belo Horizonte","MG"
"Conjunto Celso Machado","Belo Horizonte","MG"
"Conjunto Jardim Filadélfia","Belo Horizonte","MG"
"Conjunto Novo Dom Bosco","Belo Horizonte","MG"
"Coqueiros","Belo Horizonte","MG"
"Coração Eucarístico","Belo Horizonte","MG"
"Delta","Belo Horizonte","MG"
"Dom Bosco","Belo Horizonte","MG"
"Dom Cabral","Belo Horizonte","MG"
"Engenho Nogueira","Belo Horizonte","MG"
"Ermelinda","Belo Horizonte","MG"
"Glória","Belo Horizonte","MG"
"Inconfidência","Belo Horizonte","MG"
"Jardim Alvorada","Belo Horizonte","MG"
"Jardim Montanhês","Belo Horizonte","MG"
"Jardim São José","Belo Horizonte","MG"
"João Pinheiro","Belo Horizonte","MG"
"Vila Maloca","Belo Horizonte","MG"
"Lorena","Belo Horizonte","MG"
"Maravilha","Belo Horizonte","MG"
"Marmiteiros","Belo Horizonte","MG"
"Minas Brasil","Belo Horizonte","MG"
"Monsenhor Messias","Belo Horizonte","MG"
"Nova Cachoeirinha","Belo Horizonte","MG"
"Nova Esperança","Belo Horizonte","MG"
"Novo Glória","Belo Horizonte","MG"
"Oeste","Belo Horizonte","MG"
"Padre Eustáquio","Belo Horizonte","MG"
"Pedreira Padro Lopes","Belo Horizonte","MG"
"Pindorama","Belo Horizonte","MG"
"Santa Maria","Belo Horizonte","MG"
"Santo André","Belo Horizonte","MG"
"Vila Paquetá","Belo Horizonte","MG"
"São Francisco das Chagas","Belo Horizonte","MG"
"São Salvador","Belo Horizonte","MG"
"Senhor dos Passos","Belo Horizonte","MG"
"Serrano","Belo Horizonte","MG"
"Sumaré","Belo Horizonte","MG"
"Vila Antena Montanhês","Belo Horizonte","MG"
"Vila Califórnia","Belo Horizonte","MG"
"Vila Coqueiral","Belo Horizonte","MG"
"Vila das Oliveiras","Belo Horizonte","MG"
"Vila Jardim Alvorada","Belo Horizonte","MG"
"Vila Jardim Montanhes","Belo Horizonte","MG"
"Vila Jardim São José","Belo Horizonte","MG"
"Vila Nova Cachoeirinha 1ª Seção","Belo Horizonte","MG"
"Vila Nova Cachoeirinha 2ª Seção","Belo Horizonte","MG"
"Vila Oeste","Belo Horizonte","MG"
"Vila Puc","Belo Horizonte","MG"
"Vila Santo Antônio Barroquinha","Belo Horizonte","MG"
"Vila Sumaré","Belo Horizonte","MG"
"Vila Trinta e Um de Março","Belo Horizonte","MG"
"Aeroporto","Belo Horizonte","MG"
"Bandeirantes","Belo Horizonte","MG"
"Vila São Francisco","Belo Horizonte","MG"
"Braúnas","Belo Horizonte","MG"
"Campos UFMG","Belo Horizonte","MG"
"Castelo","Belo Horizonte","MG"
"Confisco","Belo Horizonte","MG"
"Conjunto Lagoa","Belo Horizonte","MG"
"Conjunto São Francisco de Assis","Belo Horizonte","MG"
"Copacabana","Belo Horizonte","MG"
"Dona Clara","Belo Horizonte","MG"
"Garças","Belo Horizonte","MG"
"Indaiá","Belo Horizonte","MG"
"Itatiaia","Belo Horizonte","MG"
"Jaraguá","Belo Horizonte","MG"
"Jardim Atlântico","Belo Horizonte","MG"
"Liberdade","Belo Horizonte","MG"
"Manacas","Belo Horizonte","MG"
"Nova Pampulha","Belo Horizonte","MG"
"Novo Ouro Preto","Belo Horizonte","MG"
"Ouro Preto","Belo Horizonte","MG"
"Paquetá","Belo Horizonte","MG"
"Santa Rosa","Belo Horizonte","MG"
"Santa Terezinha","Belo Horizonte","MG"
"São Francisco","Belo Horizonte","MG"
"São José","Belo Horizonte","MG"
"São Luiz","Belo Horizonte","MG"
"Suzana","Belo Horizonte","MG"
"Trevo","Belo Horizonte","MG"
"Universitário","Belo Horizonte","MG"
"Urca","Belo Horizonte","MG"
"Vila Aeroporto","Belo Horizonte","MG"
"Vila Aeroporto Jaraguá","Belo Horizonte","MG"
"Vila Engenho Nogueira","Belo Horizonte","MG"
"Vila Real 1ª Seção","Belo Horizonte","MG"
"Vila Real 2ª Seção","Belo Horizonte","MG"
"Lagoa da Pampulha","Belo Horizonte","MG"
"Túnel de Ibirité","Belo Horizonte","MG"
"Marieta 1ª Seção","Belo Horizonte","MG"
"Marieta 2ª Seção","Belo Horizonte","MG"
"Marieta 3ª Seção","Belo Horizonte","MG"
"Vila Piratininga","Belo Horizonte","MG"
"Jatobá","Belo Horizonte","MG"
"Marilandia","Belo Horizonte","MG"
"Vila Batik","Belo Horizonte","MG"
"Vila Olhos D'Água","Belo Horizonte","MG"
"Vila Pilar","Belo Horizonte","MG"
"São João","Belo Horizonte","MG"
"Serra do Curral","Belo Horizonte","MG"
"Bonsucesso","Belo Horizonte","MG"
"Bernadete","Belo Horizonte","MG"
"Alto das Antenas","Belo Horizonte","MG"
"Esperança","Belo Horizonte","MG"
"Vila Cemig","Belo Horizonte","MG"
"Flavio Marques Lisboa","Belo Horizonte","MG"
"Flavio de Oliveira","Belo Horizonte","MG"
"Cardoso","Belo Horizonte","MG"
"Araguaia","Belo Horizonte","MG"
"Milionario","Belo Horizonte","MG"
"Vila Nova dos Milionarios","Belo Horizonte","MG"
"Vila Copasa","Belo Horizonte","MG"
"Conjunto Bonsucesso","Belo Horizonte","MG"
"Novo das Industrias","Belo Horizonte","MG"
"Alta Tensão 1ª Seção","Belo Horizonte","MG"
"Alta Tensão 2ª Seção","Belo Horizonte","MG"
"das Indústrias I","Belo Horizonte","MG"
"Pongelupe","Belo Horizonte","MG"
"Solar do Barreiro","Belo Horizonte","MG"
"Corumbiara","Belo Horizonte","MG"
"Vila Ecológica","Belo Horizonte","MG"
"Distrito Industrial do Jatoba","Belo Horizonte","MG"
"Aguas Claras","Belo Horizonte","MG"
"Vitoria da Conquista","Belo Horizonte","MG"
"Vila Independencia 1ª Seção","Belo Horizonte","MG"
"Vila Independencia 2ª Seção","Belo Horizonte","MG"
"Vila independencia 3ª Seção","Belo Horizonte","MG"
"Independência","Belo Horizonte","MG"
"Mineirão","Belo Horizonte","MG"
"Vila Mangueiras","Belo Horizonte","MG"
"Mangueiras","Belo Horizonte","MG"
"Petropolis","Belo Horizonte","MG"
"Vila Petropolis","Belo Horizonte","MG"
"Santa Rita","Belo Horizonte","MG"
"Ernesto Nascimento","Belo Horizonte","MG"
"Vale do Jatoba","Belo Horizonte","MG"
"Jardim do Vale","Belo Horizonte","MG"
"Conjunto Jatoba","Belo Horizonte","MG"
"Novo Santa Cecilia","Belo Horizonte","MG"
"Vila Pinho","Belo Horizonte","MG"
"Brasil Industrial","Belo Horizonte","MG"
"Diamante","Belo Horizonte","MG"
"Olaria","Belo Horizonte","MG"
"CDI Jatoba","Belo Horizonte","MG"
"Santa Cecilia","Belo Horizonte","MG"
"Vila Formosa","Belo Horizonte","MG"
"Castanheira","Belo Horizonte","MG"
"Miramar","Belo Horizonte","MG"
"Santa Helena","Belo Horizonte","MG"
"Teixeira Dias","Belo Horizonte","MG"
"Barreiro","Belo Horizonte","MG"
"Santa Margarida","Belo Horizonte","MG"
"Ademar Maldonado","Belo Horizonte","MG"
"Atila de Paiva","Belo Horizonte","MG"
"Vila Atila de Paiva","Belo Horizonte","MG"
"João Paulo II","Belo Horizonte","MG"
"Vila Tirol","Belo Horizonte","MG"
"Tirol","Belo Horizonte","MG"
"Lindéia","Belo Horizonte","MG"
"Serra Verde","Belo Horizonte","MG"
"Varzea da Palma","Belo Horizonte","MG"
"Venda Nova","Belo Horizonte","MG"
"Vila Canto do Sabiá","Belo Horizonte","MG"
"Vila Copacabana","Belo Horizonte","MG"
"Vila dos Anjos","Belo Horizonte","MG"
"Vila Satélite","Belo Horizonte","MG"
"Vila São João Batista","Belo Horizonte","MG"
"Vila Piratininga Venda Nova","Belo Horizonte","MG"
"São Marcos","Belo Horizonte","MG"
"Ipe","Belo Horizonte","MG"
"Goiania","Belo Horizonte","MG"
"Morro dos Macacos","Belo Horizonte","MG"
"São Benedito","Belo Horizonte","MG"
"Guanabara","Belo Horizonte","MG"
"Vila da Luz","Belo Horizonte","MG"
"Maria Goretti","Belo Horizonte","MG"
"Pirajá","Belo Horizonte","MG"
"Eymard","Belo Horizonte","MG"
"Vitoria","Belo Horizonte","MG"
"Pousada Santo Antonio","Belo Horizonte","MG"
"Bela Vitoria","Belo Horizonte","MG"
"Jardim Vitoria","Belo Horizonte","MG"
"Vila Maria","Belo Horizonte","MG"
"Mirtes","Belo Horizonte","MG"
"São Gabriel","Belo Horizonte","MG"
"Vila São Gabriel Jacui","Belo Horizonte","MG"
"Vila São Dimas","Belo Horizonte","MG"
"Vila Esplanada","Belo Horizonte","MG"
"Vila São Gabriel","Belo Horizonte","MG"
"Dom Silverio","Belo Horizonte","MG"
"Boa Esperança","Belo Horizonte","MG"
"Tres Marias","Belo Horizonte","MG"
"Ouro Minas","Belo Horizonte","MG"
"Vila Ouro Minas","Belo Horizonte","MG"
"Belmonte","Belo Horizonte","MG"
"Nazare","Belo Horizonte","MG"
"Vista do Sol","Belo Horizonte","MG"
"Grotinha","Belo Horizonte","MG"
"Acaiaca","Belo Horizonte","MG"
"Paulo VI","Belo Horizonte","MG"
"Beira Linha","Belo Horizonte","MG"
"Ribeiro de Abreu","Belo Horizonte","MG"
"Antonio Ribeiro de Abreu 1ª Seção","Belo Horizonte","MG"
"Antonio Ribeiro de Abreu 2ª Seção","Belo Horizonte","MG"
"Antonio Ribeiro de Abreu 3ª Seção","Belo Horizonte","MG"
"Capitão Eduardo","Belo Horizonte","MG"
"Conjunto Paulo VI","Belo Horizonte","MG"
"Conjunto Capitão Eduardo","Belo Horizonte","MG"
"Beija Flor","Belo Horizonte","MG"
"Itapoa","Belo Horizonte","MG"
"Santa Amelia","Belo Horizonte","MG"
"Santa Branca","Belo Horizonte","MG"
"Santa Monica","Belo Horizonte","MG"
"São Tomaz","Belo Horizonte","MG"
"Unidas","Belo Horizonte","MG"
"Universo","Belo Horizonte","MG"
"Aarão Reis","Belo Horizonte","MG"
"Bacurau","Belo Horizonte","MG"
"Biquinhas","Belo Horizonte","MG"
"Boa União 1ª Seção","Belo Horizonte","MG"
"Boa União 2ª seção","Belo Horizonte","MG"
"Campo Alegre","Belo Horizonte","MG"
"Canaa","Belo Horizonte","MG"
"Conjunto Floramar","Belo Horizonte","MG"
"Conjunto Providencia","Belo Horizonte","MG"
"Etelvina Carneiro","Belo Horizonte","MG"
"Floramar","Belo Horizonte","MG"
"Frei Leopoldo","Belo Horizonte","MG"
"Granja Werneck","Belo Horizonte","MG"
"Guarani","Belo Horizonte","MG"
"Heliopolis","Belo Horizonte","MG"
"Jaqueline","Belo Horizonte","MG"
"Jardim Felicidade","Belo Horizonte","MG"
"Jardim Guanabara","Belo Horizonte","MG"
"Juliana","Belo Horizonte","MG"
"Lajedo","Belo Horizonte","MG"
"Madri","Belo Horizonte","MG"
"Maria Tereza","Belo Horizonte","MG"
"Mariquinhas","Belo Horizonte","MG"
"Minaslandia","Belo Horizonte","MG"
"Mirante","Belo Horizonte","MG"
"Monte Azul","Belo Horizonte","MG"
"Novo Aarão Reis","Belo Horizonte","MG"
"Novo Tupi","Belo Horizonte","MG"
"Planalto","Belo Horizonte","MG"
"Primeiro de Maio","Belo Horizonte","MG"
"Providencia","Belo Horizonte","MG"
"Vila SESC","Belo Horizonte","MG"
"São Bernardo","Belo Horizonte","MG"
"São Damião","Belo Horizonte","MG"
"São Gonçalo","Belo Horizonte","MG"
"Vila Jardim Leblon","Belo Horizonte","MG"
"Satelite","Belo Horizonte","MG"
"Solimoes","Belo Horizonte","MG"
"Tupi A","Belo Horizonte","MG"
"Tupi B","Belo Horizonte","MG"
"Vila Cloris","Belo Horizonte","MG"
"Vila Minaslandia","Belo Horizonte","MG"
"Vila Nova","Belo Horizonte","MG"
"Vila Primeiro de Maio","Belo Horizonte","MG"
"Xodo-Marize","Belo Horizonte","MG"
"Zilah Sposito","Belo Horizonte","MG"
"Apolonia","Belo Horizonte","MG"
"Candelaria","Belo Horizonte","MG"
"Cenaculo","Belo Horizonte","MG"
"Conjunto Minas Caixa","Belo Horizonte","MG"
"Conjunto Serra Verde","Belo Horizonte","MG"
"Vila Mantiqueira","Belo Horizonte","MG"
"Europa","Belo Horizonte","MG"
"Flamengo","Belo Horizonte","MG"
"Jardim dos Comerciarios","Belo Horizonte","MG"
"Jardim Leblon","Belo Horizonte","MG"
"Lagoa","Belo Horizonte","MG"
"Lagoinha Leblon","Belo Horizonte","MG"
"Laranjeiras","Belo Horizonte","MG"
"Leticia","Belo Horizonte","MG"
"Mantiqueira","Belo Horizonte","MG"
"Maria Helena","Belo Horizonte","MG"
"Minas Caixa","Belo Horizonte","MG"
"São João Batista","Belo Horizonte","MG"
"Nova America","Belo Horizonte","MG"
"Parque São Pedro","Belo Horizonte","MG"
"Piratininga","Belo Horizonte","MG"
"Rio Branco","Belo Horizonte","MG"
"Vila Santa Monica 1ª Seção","Belo Horizonte","MG"
"Vila Santa Monica 2ª Seção","Belo Horizonte","MG"
"Itaipu","Belo Horizonte","MG"
"Nossa Senhora Aparecida","Belo Horizonte","MG"
"Angola","Betim","MG"
"Arquipélago Verde","Betim","MG"
"Bandeirinhas","Betim","MG"
"Brasiléia","Betim","MG"
"Cachoeira","Betim","MG"
"Centro","Betim","MG"
"Chácara","Betim","MG"
"Cidade Verde","Betim","MG"
"Decamão","Betim","MG"
"D.I. Bandeirinhas","Betim","MG"
"Estância do Sereno Sede","Betim","MG"
"Filadélfia","Betim","MG"
"Guarujá","Betim","MG"
"Horto","Betim","MG"
"Ingá Alto","Betim","MG"
"Jardim Casa Branca","Betim","MG"
"Jardim da Cidade","Betim","MG"
"Marmeleiros","Betim","MG"
"Morada do Trevo","Betim","MG"
"Petrópolis","Betim","MG"
"Salomé","Betim","MG"
"Santa Inês","Betim","MG"
"São João","Betim","MG"
"Vila Alpina","Betim","MG"
"Alto das Flores","Betim","MG"
"Bom Repouso","Betim","MG"
"Bom Retiro","Betim","MG"
"C.H. Homéro Gil","Betim","MG"
"Ingá","Betim","MG"
"Novo Horizonte","Betim","MG"
"Ponte Alta","Betim","MG"
"Residencial Lagoa","Betim","MG"
"Residencial Taquaril","Betim","MG"
"Santa Fé","Betim","MG"
"Santa Lúcia","Betim","MG"
"Senhora das Graças","Betim","MG"
"Vila das Flores","Betim","MG"
"Betim Industrial","Betim","MG"
"C. H. Bueno Franco","Betim","MG"
"São Sebastião","Betim","MG"
"Cruzeiro do Sul","Betim","MG"
"Dom Bosco","Betim","MG"
"Duque de Caxias","Betim","MG"
"Espírito Santo","Betim","MG"
"Icaivera / Parque do Cedro","Betim","MG"
"Itacolomi","Betim","MG"
"Jardim Alterosas Primeira Seção","Betim","MG"
"Jardim Alterosas Segunda Seção","Betim","MG"
"Jardim Brasília","Betim","MG"
"Niterói","Betim","MG"
"Parque das Indústrias","Betim","MG"
"Senhora de Fátima","Betim","MG"
"Vargem das Flores / C. H. Jalila C. Pedrosa","Betim","MG"
"Campos Elíseos","Betim","MG"
"C. H. José Gomes de Castro","Betim","MG"
"Cruzeiro","Betim","MG"
"D. I. Paulo Camilo / Sul","Betim","MG"
"Estância do Sereno PTB","Betim","MG"
"Guanabara","Betim","MG"
"Jardim Nazareno","Betim","MG"
"D. I. Jardim Piemonte / Sul","Betim","MG"
"Paulo Camilo","Betim","MG"
"Petrovale","Betim","MG"
"Presidente Kenedy","Betim","MG"
"Santa Cruz","Betim","MG"
"Vila Verde","Betim","MG"
"Alvorada","Betim","MG"
"Amazonas","Betim","MG"
"D. I. Paulo Camilo / Norte","Betim","MG"
"Riacho III","Betim","MG"
"D. I. Jardim Piemonte / Norte","Betim","MG"
"Jardim Terezópolis","Betim","MG"
"Renascer","Betim","MG"
"Santo Antônio","Betim","MG"
"Vila Esperança","Betim","MG"
"Aroeiras","Betim","MG"
"C. H. Dicalino Cabral","Betim","MG"
"Casa Amarela","Betim","MG"
"Citrolândia","Betim","MG"
"Paquetá","Betim","MG"
"Parque Ipiranga","Betim","MG"
"Santa Izabel","Betim","MG"
"São Jorge","Betim","MG"
"São Marcos","Betim","MG"
"São Salvador","Betim","MG"
"Açude","Betim","MG"
"Gentileza","Betim","MG"
"Flores e Florestas","Betim","MG"
"Califórnia","Betim","MG"
"Marimbá","Betim","MG"
"Pimentas","Betim","MG"
"Pingo D'Água","Betim","MG"
"Quintas dos Godoy","Betim","MG"
"Vianópolis","Betim","MG"
"Residencial Monserrat","Betim","MG"
"Santo Afonso","Betim","MG"
"Bodocó","Betim","MG"
"Brodoski","Betim","MG"
"Saraiva","Betim","MG"
"Vale Verde","Betim","MG"
"Amarante","Betim","MG"
"Capelinha","Betim","MG"
"Granja Verde","Betim","MG"
"Imbiruçu","Betim","MG"
"Laranjeiras","Betim","MG"
"Nova Baden","Betim","MG"
"Parque das Acacias","Betim","MG"
"São Caetano","Betim","MG"
"São Cristovão","Betim","MG"
"São Luis","Betim","MG"
"Vila Cristina / C.H. Celso A. Pedra","Betim","MG"
"Vila Universal","Betim","MG"
"Centro","Bicas","MG"
"Santa Terezinha","Bicas","MG"
"Gilson Lamha","Bicas","MG"
"Retto Júnior","Bicas","MG"
"Edgar Antônio Moreira","Bicas","MG"
"Santana","Bicas","MG"
"Todos Santos","Bicas","MG"
"Santa Tereza","Bicas","MG"
"Souza Mattos","Bicas","MG"
"Leopoldina","Bicas","MG"
"Centro","Canápolis","MG"
"Altamira","Canápolis","MG"
"Balduíno","Canápolis","MG"
"Bela Vista","Canápolis","MG"
"Boa Esperança","Canápolis","MG"
"Godói","Canápolis","MG"
"Ivete Guerreiro Daniel","Canápolis","MG"
"Jorge de Paula Gouveia","Canápolis","MG"
"Luiz Ângelo de Souza","Canápolis","MG"
"Centro","Carangola","MG"
"Triângulo","Carangola","MG"
"Panorama","Carangola","MG"
"Chevrand","Carangola","MG"
"Ouro Verde","Carangola","MG"
"Santa Maria","Carangola","MG"
"Varginha","Carangola","MG"
"Amendoeira","Carangola","MG"
"Santo Onofre","Carangola","MG"
"Caixa D'Água","Carangola","MG"
"Santa Emília","Carangola","MG"
"Coroado","Carangola","MG"
"Eldorado","Carangola","MG"
"Aeroporto","Carangola","MG"
"Floresta","Carangola","MG"
"Limoeiro","Caratinga","MG"
"Nossa Senhora Aparecida","Caratinga","MG"
"Santo Antônio","Caratinga","MG"
"Esperança","Caratinga","MG"
"Santa Cruz","Caratinga","MG"
"Anapolis","Caratinga","MG"
"Dario Grossi","Caratinga","MG"
"Nossa Senhora das Graças","Caratinga","MG"
"Zacarias Cimini","Caratinga","MG"
"Esplanada","Caratinga","MG"
"Santa Zita","Caratinga","MG"
"Salatiel","Caratinga","MG"
"Central","Carmo do Paranaíba","MG"
"Rosário","Carmo do Paranaíba","MG"
"Parque da Banheira","Carmo do Paranaíba","MG"
"Village Veth","Carmo do Paranaíba","MG"
"Alvorada","Carmo do Paranaíba","MG"
"Juscelino Kubitschek","JK","Carmo do Paranaíba","MG"
"Lagoinha","Carmo do Paranaíba","MG"
"Paranaíba","Carmo do Paranaíba","MG"
"Parque do Taboão","Carmo do Paranaíba","MG"
"Santa Cruz","Carmo do Paranaíba","MG"
"Morro Grande","Carmo do Paranaíba","MG"
"Niterói","Carmo do Paranaíba","MG"
"Alto Niterói","Carmo do Paranaíba","MG"
"Minas Gerais","Carmo do Paranaíba","MG"
"Jardim JB","Carmo do Paranaíba","MG"
"Bela Vista","Carmo do Paranaíba","MG"
"Parque Bela Vista","Carmo do Paranaíba","MG"
"Amazonas","Carmo do Paranaíba","MG"
"Paraízo","Carmo do Paranaíba","MG"
"Boaventura Braz","Carmo do Paranaíba","MG"
"Jardim Acapulco","Conceição das Alagoas","MG"
"Jardim Alvorada","Conceição das Alagoas","MG"
"Jardim Alto Sol","Conceição das Alagoas","MG"
"José Borges de Sene","Conceição das Alagoas","MG"
"Conjunto Habitacional Antonio N. Miziara","Conceição das Alagoas","MG"
"Conjunto Habitacional João Staciarini","Conceição das Alagoas","MG"
"Conjunto Habitacional Felipe Mansur","Conceição das Alagoas","MG"
"Residencial Jardins","Conceição das Alagoas","MG"
"Conjunto Habitacional Lidio Antunes Oliveira","Conceição das Alagoas","MG"
"Aziz Mansur","Conceição das Alagoas","MG"
"D. Maruca","Conceição das Alagoas","MG"
"Vila Santo Amaro","Conceição das Alagoas","MG"
"Vila Santa Isabel","Conceição das Alagoas","MG"
"Centro","Conceição das Alagoas","MG"
"Jardim São Francisco de Assis","Conceição das Alagoas","MG"
"Portal D'Leste","Conceição das Alagoas","MG"
"Jardim Aeroporto","Conceição das Alagoas","MG"
"Centro","Coromandel","MG"
"Gameleira","Coromandel","MG"
"Padre Lázaro Menezes","Coromandel","MG"
"Mangabeiras","Coromandel","MG"
"São Domingos","Coromandel","MG"
"Piteiras","Coromandel","MG"
"Santa Maria","Coromandel","MG"
"Sagrada Família","Coromandel","MG"
"União","Coromandel","MG"
"Taquaril","Coromandel","MG"
"Boa Esperança","Coromandel","MG"
"Morada Nova","Coromandel","MG"
"Dom Bosco","Coromandel","MG"
"Brasil Novo","Coromandel","MG"
"Aeródromo","Coromandel","MG"
"Industrial","Coromandel","MG"
"Aeroporto","Coromandel","MG"
"Tomaz Machado","Coromandel","MG"
"Alto Geovannini","Coronel Fabriciano","MG"
"Amaro Lanari","Coronel Fabriciano","MG"
"Aparecida do Norte","Coronel Fabriciano","MG"
"Bela Vista","Coronel Fabriciano","MG"
"Belvedere","Coronel Fabriciano","MG"
"Bom Jesus","Coronel Fabriciano","MG"
"Caladinho","Coronel Fabriciano","MG"
"Centro","Coronel Fabriciano","MG"
"Aldeia do Lago","Coronel Fabriciano","MG"
"Dos Professores","Coronel Fabriciano","MG"
"Gávea","Coronel Fabriciano","MG"
"Lagoa da Mata","Coronel Fabriciano","MG"
"Mangueiras","Coronel Fabriciano","MG"
"Morada do vale","Coronel Fabriciano","MG"
"Nazaré","Coronel Fabriciano","MG"
"Nova Tijuca","Coronel Fabriciano","MG"
"Nossa Senhora da Penha","Coronel Fabriciano","MG"
"Ponte Nova","Coronel Fabriciano","MG"
"Santa Helena","Coronel Fabriciano","MG"
